2,2-18-815-montreal,false,2016-04-06
2,2-22-1000-montreal,false,2019-10-30
,montreal-weather-2,true,
,montreal-weather-2,true,
,montreal-weather-2,true,
,montreal-weather-2,true,
,montreal-weather-2,true,
,toronto-weather-2,true,
,toronto-weather-2,true,
,toronto-weather-2,true,
,toronto-weather-2,true,
,toronto-weather-2,true,
2,2-155233-7761123-washington,false,2013-06-06
2,2-155233-7761128-washington,false,2013-07-10
2,2-155235-7761188-washington,false,2014-04-14
2,2-155234-7761169-washington,false,2014-02-02
2,2-155230-7760965-washington,false,2011-03-05
2,2-155230-7760967-washington,false,2011-03-09
2,2-155237-7761304-washington,false,2015-06-26
2,2-155242-7761538-washington,false,2018-09-08
2,2-155242-7761552-washington,false,2018-11-23
2,2-155242-7761554-washington,false,2018-12-14
2,2-155242-7761575-washington,false,2019-03-20
,washington-weather-2,true,
2,2-155245-7761683-washington,false,2020-08-03
2,2-155245-7761694-washington,false,2020-10-11
2,2-155244-7761664-washington,false,2020-04-29
,washington-weather-2,true,
,washington-weather-2,true,
,washington-weather-2,true,
2,2-155241-7761516-washington,false,2018-05-17
,washington-weather-2,true,
